"Gene","Module"
"TNFSF18","grey"
"SPCS3","mediumpurple3"
"AC073343.1","tan"
"PRDM10","magenta"
"GMNC","brown"
"GALNT13","green"
"PYGB","darkgrey"
"TRIM55","palevioletred3"
"ST7-OT4","grey"
"DNAJC2","blue"
"PKD1L1","black"
"EFS","cyan"
"CMTR2","turquoise"
"TLL2","green"
"UTS2R","yellow"
"GM2A","saddlebrown"
"TAS2R30","grey"
"MBD3L4","maroon"
"ALDH1B1","green"
"DENND4C","plum2"
"PSMD11","black"
"RIMKLB","darkred"
"ZNF587","pink"
"SERP1","white"
"CHIT1","grey"
"C16orf46","grey"
"TOMM34","black"
"KLHL9","pink"
"BTF3L4","violet"
"RFC4","brown"
"SERINC5","turquoise"
"XKR9","turquoise"
"MFAP1","turquoise"
"EIF2B1","turquoise"
"ABCA4","magenta"
"GSTT2","paleturquoise"
"PYROXD1","cyan"
"PGP","purple"
"ZC3H18","turquoise"
"GSK3B","darkgrey"
"C2orf49","turquoise"
"AC008686.1","yellow"
"EEF1E1","black"
"PDSS1","turquoise"
"FOXF1","midnightblue"
"DDAH1","red"
"RNF182","green"
"OR56A3","yellow"
"GPC6","lightcyan"
"ACP2","ivory"
"LILRA2","darkorange"
"DUSP5","purple"
"RAP1B","salmon"
"CHST9","turquoise"
"MOCS3","turquoise"
"C5orf48","grey"
"RTN4","darkmagenta"
"ZNF839","black"
"CDK2","darkolivegreen"
"ZFAND5","grey60"
"PPRC1","red"
"ADAR","brown"
"VAX2","brown"
"ASS1","purple"
"ZNF83","green"
"DCTD","darkturquoise"
"OSTM1","turquoise"
"PNMAL2","cyan"
"JAG1","grey60"
"DLGAP2","pink"
"EPHB2","green"
"CLEC4F","brown"
"UBE2D3","mediumpurple3"
"MAP1LC3B","turquoise"
"PTPRE","grey60"
"CCNB1IP1","plum2"
"MRPL15","blue"
"RIMS4","darkgreen"
"AMY1B","darkorange"
"FAM131B","magenta"
"MT2A","blue"
"DNAJB4","salmon"
"ASNA1","pink"
"SLC9A6","blue"
"WIPI2","cyan"
"SIPA1L3","steelblue"
"BRI3","green"
"SGSM3","blue"
"LPAR6","turquoise"
"TCF4","white"
"CHM","purple"
"ISLR","greenyellow"
"SHBG","yellow"
"AP000688.1","brown"
"GSTA5","magenta"
"ATP5E","darkturquoise"
"KIAA1324","blue"
"PPP3CA","mediumpurple3"
"TRAM1L1","brown"
"NFE2L2","skyblue"
"SEC31B","darkred"
"TGFBI","darkgreen"
"CAPSL","blue"
"VEZT","violet"
"RPS6KA1","brown"
"RYK","salmon"
"GPR158","green"
"TSTD1","turquoise"
"RASGEF1B","blue"
"RGS6","turquoise"
"SYCP2L","purple"
"ZBTB5","pink"
"IGFBP5","yellowgreen"
"ZNF136","cyan"
"AGBL1","darkorange"
"SRD5A1","turquoise"
"WDR92","darkturquoise"
"SFSWAP","grey"
"SETD1B","yellow"
"OR7G2","grey"
"OPTN","greenyellow"
"SLC35B1","grey60"
"GLE1","turquoise"
"PMEPA1","darkturquoise"
"RPL29","darkred"
"SNCAIP","yellow"
"NCALD","blue"
"TNFAIP8L2","grey"
"HIST1H2AG","blue"
"SFXN5","turquoise"
"FAM150B","tan"
"DEGS1","mediumpurple3"
"SDAD1","turquoise"
"ARSJ","orange"
"FAM110B","turquoise"
"DNA2","skyblue3"
"TRIM49","magenta"
"NIT1","blue"
"SLC34A1","turquoise"
"NRIP2","yellow"
"GIP","magenta"
"PTPRN2","brown"
"ACAP2","turquoise"
"BX088651.1","brown4"
"LAIR1","darkorange"
"SMNDC1","black"
"SIX3","brown"
"LINGO4","blue"
"FGFR1OP","mediumpurple3"
"CEL","green"
"PKD2L1","grey"
"BBS7","blue"
"SIRT5","green"
"CHMP1B","turquoise"
"CREB3L1","brown"
"PAPL","greenyellow"
"MUC22","grey"
"CNGA1","turquoise"
"LRRC39","ivory"
"CD163","darkorange"
"RP11-849H4.2","green"
"BOD1","sienna3"
"CCDC24","turquoise"
"TM9SF2","red"
"PRR14L","blue"
"NEBL","ivory"
"NHLH2","grey"
"BLOC1S1","greenyellow"
"ICAM3","purple"
"WDR60","salmon"
"PDGFRL","grey60"
"DKFZP761J1410","lightcyan1"
"RND1","turquoise"
"MED24","greenyellow"
"AC121757.1","grey"
"KLHL20","darkgrey"
"THOC2","black"
"MGAT2","yellow"
"TLR6","magenta"
"DMPK","blue"
"SERPINB10","maroon"
"ACVR2A","red"
"ZNF823","yellow"
"HS3ST6","turquoise"
"C11orf96","palevioletred3"
"KLRC4","midnightblue"
"LZTFL1","sienna3"
"CLEC12A","darkorange2"
"GNB5","pink"
"SLC12A3","midnightblue"
"MBD3L1","grey"
"RP11-111M22.2","yellow"
"TKT","greenyellow"
"CIB4","grey"
"FAM153A","greenyellow"
"AC026202.1","salmon"
"LIG4","lightcyan"
"CERKL","turquoise"
"ZMPSTE24","bisque4"
"BIRC3","grey60"
"AICDA","turquoise"
"AC007919.2","grey"
"STARD5","red"
"EIF5A2","red"
"FAHD2A","green"
"CDYL","black"
"TBX4","yellow"
"EPHA2","red"
"A3GALT2","grey"
"EN1","pink"
"ERVW-1","grey"
"CD101","lightcyan1"
"KHNYN","salmon"
"SLC24A5","yellow"
"SHISA7","yellow"
"CEP95","paleturquoise"
"SLC33A1","lightcyan"
"CYBRD1","greenyellow"
"CBR1","green"
"ALCAM","grey60"
"HSF4","brown4"
"PIGW","pink"
"MICB","turquoise"
"TNFAIP6","tan"
"ANKRD20A4","brown"
"NPIPB15","sienna3"
"LPA","turquoise"
"FOPNL","cyan"
"ACOX3","darkturquoise"
"SSH1","salmon"
"MMEL1","red"
"ITGB1BP1","white"
"UHRF2","lightcyan"
"INSIG2","violet"
"SMN1","salmon"
"PANK2","darkgreen"
"BCL2L11","darkgrey"
"PPP1R9A","brown"
"PAK6","turquoise"
"CDK19","darkgreen"
"HFE","paleturquoise"
"RASGRF1","turquoise"
"SCCPDH","royalblue"
"COLEC10","grey"
"SLC35B3","turquoise"
"PCDHAC2","steelblue"
"ZNF772","purple"
"SLC7A7","turquoise"
"LAMB4","grey"
"PYCARD","brown"
"PREP","turquoise"
"AP005482.1","turquoise"
"ME2","black"
"SHC4","midnightblue"
"MSH2","blue"
"CCKAR","magenta"
"GINS1","lightgreen"
"FUBP3","red"
"BLK","grey"
"GNL1","green"
"ZNF579","greenyellow"
"FAM216A","blue"
"KIAA1009","turquoise"
"PCBP3","turquoise"
"MYB","blue"
"RCC1","darkred"
"SLC39A8","purple"
"TIMELESS","lightgreen"
"RNPC3","blue"
"CDKL4","blue"
"LPCAT2","midnightblue"
"TES","grey60"
"ADAMTSL3","salmon"
"NEIL3","lightgreen"
"LIPC","darkgrey"
"CXorf64","yellow"
"FAM173A","purple"
"C14orf180","lavenderblush3"
"C19orf25","darkslateblue"
"ITGB1BP2","cyan"
"ZNF688","salmon"
"NR4A2","blue"
"S100A11","midnightblue"
"SPR","brown"
"SPATA16","yellow"
"TUBGCP5","green"
"LMCD1","grey60"
"TMEM221","green"
"NRP1","lightyellow"
"CCS","brown"
"ZNF282","yellow"
"UPP1","orangered4"
"SGOL2","lightgreen"
"TCHP","steelblue"
"LHX2","midnightblue"
"CDC42","turquoise"
"SYTL5","turquoise"
"AGRN","red"
"TNN","grey"
"MAPK8IP3","brown"
"SH2B1","brown4"
"RAB11FIP5","darkslateblue"
"SLAMF9","yellow"
"LBP","blue"
"TVP23C","darkgrey"
"PIGU","salmon"
"ZNF514","black"
"POTEG","grey"
"SNX22","tan"
"ZNF24","lightcyan"
"NDUFC1","lightyellow"
"TRAF1","brown4"
"GJA3","lightcyan1"
"TTC33","grey"
"SLC2A10","brown"
"C17orf72","saddlebrown"
"CCR3","magenta"
"RBM23","purple"
"CLEC19A","grey"
"SAMD8","darkgrey"
"MAML2","greenyellow"
"C9orf9","turquoise"
"PVRL3","darkmagenta"
"HKR1","magenta"
"SORT1","blue"
"ENPP5","black"
"PGAP2","greenyellow"
"PRSS36","tan"
"C16orf47","midnightblue"
"USP26","tan"
"RAX","tan"
"WDR90","yellow"
"NELL2","magenta"
"ALKBH8","salmon"
"OFCC1","grey"
"BRAT1","bisque4"
"KLF1","yellow"
"ARMC12","lightpink4"
"ETNK1","tan"
"COA5","brown"
"UST","turquoise"
"ZNF541","plum1"
"CSH2","magenta"
"ZNF644","turquoise"
"AKAP13","turquoise"
"NTN4","brown4"
"ZNF621","turquoise"
"N4BP2L2","turquoise"
"PTPLA","blue"
"NUTM1","grey"
"NBPF20","cyan"
"C17orf100","yellowgreen"
"ZYG11B","turquoise"
"C5orf34","blue"
"IL2RA","blue"
"ARMC10","green"
"AC105020.1","grey"
"FAM221B","grey"
"ESRRB","turquoise"
"MPDU1","grey60"
"KLF13","yellow"
"RNF10","orange"
"BAG1","darkred"
"TSG101","black"
"CCR4","grey"
"AIDA","lightcyan1"
"DPEP2","grey"
"CD81","grey"
"MBNL2","black"
"GRM2","turquoise"
"NOL12","lightyellow"
"CORO1C","blue"
"PGRMC2","darkturquoise"
"EIF4G3","royalblue"
"ZNF135","turquoise"
"PSORS1C1","green"
"APITD1","darkolivegreen"
"SH3BGRL2","black"
"AC114494.1","royalblue"
"VMA21","red"
"AP3B1","black"
"SLC20A1","blue"
"PHC1","yellow"
"KIAA1467","white"
"KLK10","salmon"
"ABTB1","green"
"ZNF695","red"
"IL4R","magenta"
"IQGAP1","midnightblue"
"EIF1","lightcyan"
"ALKBH3","midnightblue"
"ZNF738","pink"
"FAM127B","brown"
"RNF217","grey60"
"FABP1","yellow"
"MYBPC3","grey"
"DSC3","greenyellow"
"C9orf153","turquoise"
"HIST1H2BF","white"
"CLDN3","turquoise"
"CLTC","turquoise"
"METTL2B","lightyellow"
"HLA-DPB1","brown"
"ZZZ3","greenyellow"
"ARTN","blue"
"MARC2","darkred"
"PNPO","cyan"
"GLA","green"
"FAM181A","turquoise"
"PSAPL1","ivory"
"SLC29A2","skyblue"
"DHX57","darkgrey"
"CISH","plum2"
"MPDZ","lightcyan"
"SART3","black"
"ZNF219","floralwhite"
"GOLPH3L","blue"
"OXER1","turquoise"
"MDGA1","greenyellow"
"SIN3A","darkturquoise"
"TMEM26","purple"
"PCDHGB7","skyblue"
"TMCO5A","grey"
"MDH1","brown"
"KATNAL1","blue"
"TDRD3","darkmagenta"
"SYNM","darkgreen"
"KLK3","grey"
"IFI30","magenta"
"MAP2K7","lightyellow"
"ZBTB2","salmon"
"GRAMD1A","greenyellow"
"MYO7A","turquoise"
"ADAM9","white"
"CHRNE","sienna3"
"AP4E1","turquoise"
"FAM47E-STBD1","salmon4"
"FASTKD3","black"
"TAS2R40","thistle2"
"GIMAP6","darkorange"
"ZNF853","cyan"
"NUMB","purple"
"CEND1","lightcyan"
"PI3","magenta"
"FUT5","yellow"
"BRCA2","turquoise"
"SMG9","royalblue"
"TM4SF4","grey60"
"KAT8","turquoise"
"COL8A1","magenta"
"ERBB2","purple"
"CPLX3","grey"
"ATP8B4","pink"
"TMEM196","yellow"
"EBAG9","yellow"
"LDB3","red"
"B3GAT1","turquoise"
"ZMAT2","sienna3"
"ZNF205","purple"
"SYCE1L","yellow"
"DEPDC1","lightgreen"
"ACTBL2","greenyellow"
"KATNAL2","plum1"
"SH3GL2","turquoise"
"FOXD2","midnightblue"
"HAUS3","saddlebrown"
"ZBTB14","grey"
"RAB18","pink"
"SCMH1","darkturquoise"
"ZNF573","steelblue"
"PTPN2","darkmagenta"
"CCM2","greenyellow"
"IGFBP7","brown"
"PRKAA1","brown"
"IGF2R","blue"
"NMUR1","tan"
"CDK1","lightgreen"
"ZNF211","black"
"TTI1","darkmagenta"
"TYRP1","tan"
"AC013449.1","grey"
"BRWD3","lightyellow"
"PLSCR2","mediumpurple3"
"PTAFR","blue"
"PAK3","turquoise"
"C22orf34","darkmagenta"
"FAM131C","purple"
"S1PR5","greenyellow"
"SLITRK3","grey"
"IFT80","cyan"
"PIGT","yellow"
"CDKL2","turquoise"
"NCK1","royalblue"
"FAM65A","blue"
"POU3F3","turquoise"
"HBP1","blue"
"SPINK6","grey"
"PDPR","lightyellow"
"RHOH","grey"
"C3orf84","midnightblue"
"BCL11A","purple"
"OR1K1","grey"
"DDHD2","turquoise"
"RAB31","orange"
"MEGF8","darkgrey"
"CIR1","lightyellow"
"SEC31A","darkturquoise"
"PPP4R1L","grey60"
"MPG","darkred"
"AC140061.12","thistle2"
"SULT1A3","turquoise"
"HEG1","red"
"PEBP4","blue"
"PRKAG1","yellow"
"LGR6","magenta"
"RBM27","brown4"
"TIMM8B","black"
"FKSG48","honeydew1"
"SRP14","grey60"
"STS","greenyellow"
"LAX1","pink"
"KLRB1","turquoise"
"PVALB","thistle2"
"GLT8D2","turquoise"
"MFN1","grey60"
"ARRDC3","brown"
"ATR","saddlebrown"
"FAM177A1","pink"
"CNIH4","purple"
"ATG7","paleturquoise"
"GUSB","turquoise"
"OVOL2","mediumpurple3"
"BCL10","darkgreen"
"CCDC83","grey"
"MTMR11","purple"
"TFF2","blue"
"CD320","turquoise"
"ICT1","brown"
"AOX1","greenyellow"
"CA5A","grey"
"TLX3","plum1"
"COQ7","salmon"
"PSME4","turquoise"
"KRT78","red"
"RP11-796G6.2","red"
"NDFIP2","white"
"ACSL4","white"
"ZNF18","greenyellow"
"CCND1","midnightblue"
"ZNF676","magenta"
"AC007390.5","lightyellow"
"ACAD8","magenta"
"SAR1B","darkolivegreen"
"C22orf24","grey"
"ERBB4","purple"
"GIMAP7","darkorange"
"PTCH1","lightcyan"
"GNS","red"
"SGMS2","cyan"
"FBXL14","orange"
"LRP1B","ivory"
"MPP2","brown"
"TNFRSF9","orange"
"NRG2","white"
"CAMKK2","darkred"
"ZNF354C","green"
"ZNF529","magenta"
"TCEAL5","turquoise"
"KLHL17","orange"
"TBC1D14","darkturquoise"
"CABP4","blue"
"FBXW4","pink"
"C11orf42","grey"
"FCRL3","darkorange"
"LAMP5","yellow"
"HOXB13","paleturquoise"
"HDGFRP2","turquoise"
"ACR","tan"
"SMIM4","darkgreen"
"PPARD","brown"
"NPY2R","magenta"
"HBA1","grey"
"MRPS18C","turquoise"
"ZFP90","darkred"
"ERAS","tan"
"SAGE1","darkmagenta"
"FSTL4","tan"
"ADPGK","turquoise"
"ZNF74","cyan"
"ARHGAP6","darkolivegreen"
"ARSE","grey60"
"VPS37D","brown"
"CXCR6","midnightblue"
"MAGEA9B","darkred"
"ARL8B","paleturquoise"
"CECR1","turquoise"
"ERG","purple"
"CLCN2","pink"
"PPP1R15A","red"
"ADAM22","green"
"TMEM158","orange"
"PLEKHS1","blue"
"TMEM170B","skyblue"
"PAQR5","darkgrey"
"HES6","blue"
"SERGEF","turquoise"
"EHD4","lightgreen"
"IGIP","red"
"SRFBP1","brown"
"MARCH5","darkturquoise"
"HOXD11","yellow"
"OLFM1","pink"
"PRDX3","turquoise"
"HTATIP2","black"
"TMEM33","saddlebrown"
"CES4A","blue"
"GCHFR","magenta"
"C3","brown"
"SMN2","salmon"
"HHLA3","darkgrey"
"PUSL1","pink"
"PDCD6","pink"
"SNRNP25","blue"
"PCDH1","red"
"UFL1","blue"
"PCDHB5","pink"
"INTS10","turquoise"
"MRPL12","royalblue"
"AC022532.1","cyan"
"ZFR2","yellow"
"GTF3C2","orangered4"
"GPS2","black"
"CARTPT","yellow"
"MMD","darkgreen"
"ZNF197","turquoise"
"ATP5D","yellow"
"PTGER4","grey60"
"LSM11","bisque4"
"SYNE2","pink"
"BACE2","blue"
"VPS4A","turquoise"
"RLBP1","yellow"
"ZNF440","brown"
"PIK3R4","salmon"
"MSH4","black"
"PTPN21","red"
"PSTK","red"
"CERK","purple"
"PRR13","black"
"TEN1","tan"
"ZNF296","greenyellow"
"RHPN2","bisque4"
"SIX6","maroon"
"DISP1","skyblue3"
"HELZ2","black"
"FBXO16","brown"
"ZNF391","green"
"INS-IGF2","yellow"
"GRK5","cyan"
"RHOG","red"
"IGFL2","grey"
"TTF2","blue"
"PCNXL2","midnightblue"
"FERMT1","darkgreen"
"C13orf45","blue"
"UPK3B","magenta"
"ACTL6B","grey"
"SIK1","greenyellow"
"FAM118A","darkturquoise"
"RNASEH2C","darkgreen"
"AC012313.1","blue"
"ID2","blue"
"PRR15","blue"
"MRPL1","grey60"
"GMEB2","darkturquoise"
"TSHZ2","cyan"
"C20orf202","grey"
"RP11-322E11.6","grey"
"NRIP3","turquoise"
"DDAH2","purple"
"CREBRF","grey"
"IPO5","brown"
"HSFX1","pink"
"PRAMEF11","magenta"
"AGAP6","grey60"
"SPG20","lightyellow"
"SMKR1","paleturquoise"
"ITIH5","yellow"
"CLCN6","yellow"
"RALGDS","yellow"
"RHBDF1","violet"
"ASIC3","greenyellow"
"ENO1","salmon"
"PLCXD3","blue"
"CDS1","salmon"
"CORO2B","greenyellow"
"BTNL8","magenta"
"SLC29A3","red"
"KCNT2","greenyellow"
"LDHB","plum2"
"GOLGA8K","purple"
"PCDH11Y","grey"
"C18orf25","pink"
"PAX8","midnightblue"
"PACS1","paleturquoise"
"NOC4L","brown"
"FARS2","turquoise"
"EGFL8","purple"
"CYB5A","skyblue"
"STON1","yellowgreen"
"SMCO2","tan"
"TRAM2","thistle1"
"TET1","brown"
"RETSAT","lightgreen"
"GPR126","grey60"
"GPN1","black"
"ZNF701","pink"
"TGFBR2","darkmagenta"
"PLP1","grey"
"TOMM40L","darkturquoise"
"ESF1","salmon"
"CTU1","grey60"
"SHQ1","black"
"VGF","cyan"
"PALMD","yellow"
"LIF","royalblue"
"HIPK4","grey"
"ECH1","lightcyan"
"SCIMP","brown"
"SPHK1","green"
"MDH1B","plum1"
"MYOF","skyblue3"
"MINA","brown"
"FAM120B","paleturquoise"
"CCZ1B","violet"
"AC079354.2","grey"
"FAM207A","red"
"PSME1","turquoise"
"HNRNPF","magenta"
"PSMA1","red"
"ARAP3","lightyellow"
"TUBE1","darkgreen"
"C21orf62","greenyellow"
"DAPK1","grey60"
"L2HGDH","darkslateblue"
"TUBB8","brown"
"FAM76A","blue"
"PRDX5","lightcyan"
"APOL1","turquoise"
"ROBO2","blue"
"ZNF445","mediumpurple3"
"EEF1B2","turquoise"
"TCEANC","darkturquoise"
"WISP1","yellow"
"C8orf47","turquoise"
"NXF5","maroon"
"SCN3B","turquoise"
"HADHB","darkred"
"COG6","darkred"
"SEL1L2","grey"
"ARNT","darkolivegreen"
"CLEC1A","purple"
"KRIT1","darkgreen"
"FAM160B1","brown"
"CTF1","brown4"
"ASH2L","darkred"
"MAEA","saddlebrown"
"PCGF6","black"
"FBXO41","turquoise"
"SLC22A4","royalblue"
"PDE7A","purple"
"ZPBP","pink"
"AC005082.1","grey"
"OCLN","skyblue"
"NXF2","tan"
"LOH12CR2","yellow"
"SIDT2","salmon"
"TTLL6","turquoise"
"HPN","turquoise"
"DDO","blue"
"MMP15","royalblue"
"GSTO1","black"
"PACRGL","saddlebrown"
"ZNF221","green"
"GREM1","magenta"
"NACA2","grey"
"FTL","darkturquoise"
"D2HGDH","blue"
"RWDD3","royalblue"
"SSTR1","turquoise"
"PRCC","orangered4"
"NAMPTL","turquoise"
"CDR2","pink"
"FAN1","darkolivegreen"
"STXBP1","lightcyan"
"LAG3","greenyellow"
"TMEM210","grey"
"SNRPC","brown"
"SLC27A6","turquoise"
"UPK3BL","grey"
"MORC3","blue"
"POU2AF1","tan"
"EMR1","yellow"
"PRCD","yellow"
"HPX","grey"
"TXNDC12","salmon4"
"RSL1D1","black"
"LYRM9","lightgreen"
"DDX25","turquoise"
"S1PR2","yellow"
"DDX55","brown"
"SMOC1","purple"
"FAM46B","turquoise"
"AMOTL1","turquoise"
"FGD5","tan"
"SLC22A17","turquoise"
"LEUTX","magenta"
"NEDD4","blue"
"MARCH2","orange"
"PLXNB2","red"
"GPC4","lightcyan1"
"CXorf38","lightyellow"
"TTPA","greenyellow"
"FAM26E","magenta"
"NAF1","yellow"
"CCT6A","brown"
"XRCC6","salmon"
"DCP1A","blue"
"GCM2","grey"
"PGM2","darkslateblue"
"SLC36A4","turquoise"
"DOHH","royalblue"
"PPP1R1C","greenyellow"
"CTSV","darkred"
"MARS2","yellowgreen"
"ZNF214","skyblue"
"IL11RA","yellow"
"TTBK2","turquoise"
"PGPEP1L","grey"
"AC093677.1","turquoise"
"SPSB4","yellow"
"ARHGAP23","darkgrey"
"HNRNPH1","turquoise"
"OSMR","pink"
"AKAP3","saddlebrown"
"PCIF1","green"
"SCGB2A1","blue"
"HMGA2","lightcyan"
"ECSCR","purple"
"CFL1","darkgreen"
"SYNPR","magenta"
"NR1D2","green"
"SBNO2","midnightblue"
"OAF","paleturquoise"
"RP11-248J23.6","grey"
"MRP63","turquoise"
"SF3B14","black"
"POLR1C","lightyellow"
"SLC25A32","salmon"
"AC016757.3","yellow"
"CRYM","turquoise"
"ZBED3","turquoise"
"RPS7","royalblue"
"RNF103","brown"
"FLJ00273","midnightblue"
"PCGF2","pink"
"C5orf52","grey"
"CYP2U1","darkturquoise"
"QSOX1","blue"
"SMG6","darkturquoise"
"NSFL1C","salmon"
"GHRH","grey"
"GLIS2","greenyellow"
"TBC1D13","violet"
"IRGQ","magenta"
"PKP1","brown"
"FAM162A","plum1"
"NUDT22","grey60"
"OSBPL1A","darkgrey"
"LAMP2","turquoise"
"ABI2","pink"
"E2F8","lightgreen"
"ADCY9","blue"
"CSTF2","darkred"
"EFHC2","blue"
"TAL2","grey"
"MAN1A1","brown"
"C1GALT1C1","darkgrey"
"WBP2","tan"
"PREX2","paleturquoise"
"PTPRK","skyblue"
"MANBAL","grey"
"MBOAT1","green"
"EIF5AL1","turquoise"
"EPB41L4A","green"
"SLC51A","yellow"
"SWT1","brown"
"SGSM1","turquoise"
"AIF1","darkorange"
"ISCA2","mediumpurple3"
"CLSTN2","turquoise"
"ISY1","salmon"
"ERCC8","green"
"PRB1","grey"
"APBB1IP","pink"
"S100A7","palevioletred3"
"KLF3","red"
"COL10A1","grey"
"PLA2G4A","black"
"SCN8A","turquoise"
"FAM167B","turquoise"
"DPPA3","greenyellow"
"EMD","red"
"ALOX5","turquoise"
"VWCE","grey"
"DNPEP","green"
"AKIP1","saddlebrown"
"SIX1","purple"
"CSF2","grey"
"UBE2A","white"
"PRICKLE2","red"
"COL7A1","greenyellow"
"DPP3","lightyellow"
"CALN1","pink"
"KCNA1","darkorange2"
"INVS","plum2"
"SCG3","pink"
"AL158091.1","grey"
"F12","saddlebrown"
"AKT2","magenta"
"PPAN","yellow"
"CHST7","white"
"ZNF396","blue"
"MUC16","turquoise"
"PAH","pink"
"NXT1","brown"
"PDE6B","turquoise"
"KCNIP3","midnightblue"
"QARS","plum2"
"CHIA","darkorange"
"MC5R","grey"
"TMC5","turquoise"
"AL353583.1","grey"
"RAP2C","darkgrey"
"AC008394.1","yellow"
"CHTOP","lightyellow"
"CRISPLD1","lightcyan1"
"UBE2T","lightgreen"
"CD200","greenyellow"
"TMEM5","lightcyan"
"SLC2A12","purple"
"RSAD1","turquoise"
"DFNA5","white"
"GPR15","grey"
"IRAK4","darkred"
"PDZRN4","greenyellow"
"RNF219","turquoise"
"FAM209B","pink"
"CTD-2210P24.4","magenta"
"PDCD5","salmon"
"NME1-NME2","grey"
"COL11A1","plum1"
"MYH2","magenta"
"HMCN2","turquoise"
"UBQLN2","darkgrey"
"UTP3","darkturquoise"
"BEND5","yellow"
"PPP1R12C","grey60"
"TM9SF3","steelblue"
"DCHS2","greenyellow"
"ARL14EPL","yellow"
"CRYZL1","green"
"LGSN","turquoise"
"COPZ1","turquoise"
"MRPS5","brown"
"GPRASP2","paleturquoise"
"PDHB","yellow"
"HACE1","lightyellow"
"TRIM51","magenta"
"POU6F2","tan"
"HMG20A","orange"
"ATPAF1","cyan"
"ADAMTS12","greenyellow"
"SHCBP1L","pink"
"DCUN1D1","cyan"
"LCT","pink"
"TERF2","brown"
"APRT","brown"
"RAB5B","brown"
"C9","navajowhite2"
"DLEU1","green"
"MGST1","royalblue"
"CSNK1G1","tan"
"SECISBP2","salmon"
"FAM24B","grey"
"NKAP","green"
"TMEM229A","grey"
"CNTFR","turquoise"
"TAOK1","green"
"PLEKHB2","cyan"
"TBC1D30","orangered4"
"FUT2","tan"
"KRT3","greenyellow"
"FAM47C","grey"
"GALR1","navajowhite2"
"FAM168B","pink"
"CCBL2","purple"
"PTRF","turquoise"
"H2AFY2","cyan"
"CBX7","purple"
"NR0B2","darkgrey"
"MYBL1","lightgreen"
"FAM153B","turquoise"
"WDR63","blue"
"DYNC1I2","lightyellow"
"AGT","yellow"
"SEC61A2","greenyellow"
"ANKRD7","turquoise"
"FLOT1","pink"
"MDS2","brown"
"TICRR","lightgreen"
"HIST1H2BD","purple"
"ANKRD13C","lightcyan"
"LPO","yellow"
"SPICE1","turquoise"
"UBR7","black"
"SEPT12","yellow"
"PHF20L1","ivory"
"ERGIC1","lightcyan"
"EVPL","red"
"PIWIL1","pink"
"CTRB2","grey"
"OCLM","brown"
"ANPEP","blue"
"HEPACAM","magenta"
"MTG1","midnightblue"
"GIT1","darkgreen"
"SORCS2","green"
"RPS4X","lightcyan"
"FMO2","grey"
"KRTCAP3","turquoise"
"SLC37A2","black"
"KIF20A","lightgreen"
"SIKE1","turquoise"
"PDGFRA","purple"
"C5orf47","darkorange2"
"SLC39A9","darkolivegreen"
"PLAG1","purple"
"CIRH1A","blue"
"SLC25A37","grey60"
"PRKCG","turquoise"
"AC027309.1","grey"
"TK2","darkred"
"PDLIM5","lightyellow"
"SLC26A7","cyan"
"SCGB2B2","royalblue"
"EPHB3","black"
"AC093323.1","grey"
"SERPINA5","turquoise"
"PRPSAP2","black"
"PHF19","lightcyan"
"RP11-131H24.4","turquoise"
"SLC44A2","red"
"CCDC87","turquoise"
"CYHR1","darkgreen"
"CHD1L","blue"
"FKSG62","grey"
"SETD3","steelblue"
"CSRNP1","brown"
"ZFYVE27","yellow"
"UBLCP1","lightsteelblue1"
"PTPN20A","green"
"USMG5","violet"
"GPR35","blue"
"BTG2","brown"
"VAX1","greenyellow"
"SNX14","red"
"PITPNB","yellowgreen"
"MT-CO1","violet"
"RPL13A","lightcyan1"
"XPNPEP3","white"
"TPSG1","cyan"
"SPTSSB","blue"
"ZNF878","brown"
"CRTAC1","tan"
"PHTF2","salmon"
"DUS3L","skyblue"
"SLC25A12","turquoise"
"MTRR","black"
"TNFRSF11A","orangered4"
"FXN","black"
"ANKRD34C","maroon"
"AC011294.3","yellow"
"C1orf195","pink"
"CEMP1","darkgrey"
"FGFRL1","sienna3"
"MT-ND5","darkslateblue"
"TP63","black"
"SNURF","pink"
"DNLZ","blue"
"RASD1","tan"
"KCNN1","cyan"
"RBM3","darkgrey"
"EFCAB10","pink"
"TIMM17B","yellowgreen"
"RAB41","yellow"
"AUNIP","turquoise"
"UBA6","darkturquoise"
"ZNF768","royalblue"
"CBFA2T3","cyan"
"SOSTDC1","magenta"
"ZP1","yellow"
"PRPH","paleturquoise"
"LRRC20","yellowgreen"
"C11orf84","yellow"
"NCAPG2","lightgreen"
"TACO1","brown"
"TMEM165","darkturquoise"
"ZDHHC7","green"
"SHARPIN","turquoise"
"CCDC3","white"
"PDE4DIP","brown"
"SLC17A5","darkred"
"ATL3","red"
"CLYBL","red"
"MAOB","yellow"
"POTEJ","grey"
"CTD-2228K2.5","turquoise"
"FAM72B","lightgreen"
"MMP9","turquoise"
"DLL1","midnightblue"
"OR2T8","magenta"
"SCGB1C1","tan"
"CNRIP1","darkgreen"
"PIWIL2","grey"
"B3GNTL1","royalblue"
"TNP2","lavenderblush3"
"MRPL21","brown"
"DDX3X","saddlebrown"
"SLC35E1","salmon"
"RP11-81K2.1","grey"
"PPP6R3","brown"
"PELI2","turquoise"
"PCDHGA3","blue"
"BBC3","salmon"
"WIBG","red"
"LRRFIP2","black"
